bovis	mt	gene	v/i	mb_call	mt_call
Mb3157c	Rv3133c	devR	i	NE	NE
Mb3158c	Rv3134c		i	NE	NE
Mb3159	Rv3135	PPE50	v	NE	NE
Mb3160	Rv3136	PPE51	i	NE	NE
Mb3160A	Rv3136A		i	NE	NE
Mb3161	Rv3137		v	NE	ES
Mb3162	Rv3138	pflA	v	NE	NE
Mb3163	Rv3139	fadE24	i	NE	NE
Mb3164	Rv3140	fadE23	i	NE	NE
Mb3165	Rv3141	fadB4	i	NE	NE
Mb3166c	Rv3142c		v	NE	NE
Mb3167	Rv3143		i	NE	NE
Mb3168c	Rv3144c	PPE52	v	NE	NE
Mb3169	Rv3145	nuoA	i	NE	NE
Mb3170	Rv3146	nuoB	i	NE	NE
Mb3171	Rv3147	nuoC	i	NE	NE
Mb3172	Rv3148	nuoD	i	NE	NE
Mb3173	Rv3149	nuoE	i	NE	NE
Mb3174	Rv3150	nuoF	i	NE	NE
Mb3175	Rv3151	nuoG	v	NE	NE
Mb3176	Rv3152	nuoH	i	NE	NE
Mb3177	Rv3153	nuoI	v	NE	NE
Mb3178	Rv3154	nuoJ	i	NE	NE
Mb3179	Rv3155	nuoK	i	NE	NE
Mb3180	Rv3156	nuoL	v	NE	NE
Mb3181	Rv3157	nuoM	v	NE	NE
Mb3182	Rv3158	nuoN	i	NE	NE
Mb3183c	Rv3159c	PPE53	v	NE	NE
Mb3184c	NA(MT3248)		v	NE	N/A
Mb3185c	Rv3160c		i	NE	NE
Mb3186c	Rv3161c		v	NE	NE
Mb3187c	Rv3162c		v	NE	NE
Mb3188c	Rv3163c		v	NE	NE
Mb3189c	Rv3164c	moxR3	v	NE	NE
Mb3190c	Rv3165c		i	NE	NE
Mb3191c	Rv3166c		i	NE	NE
Mb3192c	Rv3167c		i	ES	NE
Mb3193	Rv3168		v	NE	NE
Mb3194	Rv3169		i	NE	NE
Mb3195	Rv3170	aofH	i	NE	NE
Mb3196c	Rv3171c	hpx	v	NE	NE
Mb3197c	Rv3172c		i	NE	NE
Mb3198c	Rv3173c		i	NE	NE
Mb3199	Rv3174		v	NE	NE
Mb3200	Rv3175		i	NE	NE
Mb3201c	Rv3176c	mesT	v	NE	NE
Mb3202c	Rv3176c	mesT	v	NE	NE
Mb3203	Rv3177		i	NE	NE
Mb3204	Rv3178		i	NE	NE
Mb3205	Rv3179		i	NE	NE
Mb3206c	Rv3180c		i	NE	NE
Mb3207c	Rv3181c		i	NE	NE
Mb3208	Rv3182		i	NE	NE
Mb3209	Rv3183		i	NE	NE
Mb3210	Rv3188		i	NE	NE
Mb3211	Rv3189		i	NE	NE
Mb3212A	Rv3190A		i	NE	NE
Mb3212c	Rv3190c		v	NE	NE
Mb3213c	Rv3191c		i	NE	NE
Mb3214	Rv3192		i	ES	NE
Mb3215c	Rv3193c		v	NE	NE
Mb3216c	Rv3194c		i	NE	NE
Mb3217	Rv3195		i	NE	NE
Mb3218	Rv3196		i	NE	NE
Mb3219c	Rv3196A		i	NE	NE
Mb3220	Rv3197		i	NE	NE
Mb3221c	Rv3197A	whiB7	i	ES	NE
Mb3222c	Rv3198c	uvrD2	i	NE	ES
Mb3223	Rv3198A		i	NE	NE
Mb3224c	Rv3199c	nudC	v	NE	NE
Mb3225c	Rv3200c		v	NE	NE
Mb3226c	Rv3201c		i	NE	NE
Mb3227c	Rv3202c		v	NE	NE
Mb3228	Rv3203	lipV	i	NE	NE
Mb3229	Rv3204		v	NE	NE
Mb3230c	Rv3205c		i	ES	NE
Mb3231c	Rv3206c	moeB1	v	NE	ES
Mb3232c	Rv3207c		v	NE	NE
Mb3233	Rv3208		i	NE	NE
Mb3234c	Rv3208A	TB9.4	i	NE	NE
Mb3235	Rv3209		i	NE	NE
Mb3236c	Rv3210c		i	NE	NE
Mb3237	Rv3211	rhlE	v	ES	NE
Mb3238	Rv3212		v	NE	GD
Mb3239c	Rv3213c		v	NE	NE
Mb3240	Rv3214	gpm2	i	NE	NE
Mb3241	Rv3215	entC	i	NE	GD
Mb3242	Rv3216		i	NE	N/A
Mb3243c	Rv3217c		i	NE	NE
Mb3244	Rv3218		i	ES	NE
Mb3245	Rv3219	whiB1	i	NE	GD
Mb3246c	Rv3220c		v	NE	NE
Mb3247c	Rv3221c	TB7.3	i	NE	NE
Mb3248c	Rv3221A	rshA	i	NE	ES
Mb3249c	Rv3222c		i	NE	ES
Mb3250c	Rv3223c	sigH	i	NE	NE
Mb3251	Rv3224		i	NE	NE
Mb3252	Rv3224A		i	NE	N/A
Mb3253	Rv3224B		i	NE	N/A
Mb3254c	Rv3225c		v	NE	NE
Mb3255c	Rv3226c		i	NE	NE
Mb3256	Rv3227	aroA	v	NE	GD
Mb3257	Rv3228		i	NE	NE
Mb3258c	Rv3229c	desA3	i	NE	NE
Mb3259c	Rv3230c		v	NE	NE
Mb3260c	Rv3231c		i	NE	GA
Mb3261c	Rv3232c	ppk2	i	NE	GA
Mb3262c	Rv3234c	tgs3	v	NE	GA
Mb3263	Rv3235		i	NE	GA
Mb3264c	Rv3236c		i	NE	GA
Mb3265c	Rv3237c		i	NE	GA
Mb3266c	Rv3238c		i	NE	GA
Mb3267c	Rv3239c		v	ES	GA
Mb3268c	Rv3240c	secA1	i	NE	ES
Mb3269c	Rv3241c		i	GD	NE
Mb3270c	Rv3242c		i	GD	NE
Mb3271c	Rv3243c		i	GD	NE
Mb3272c	Rv3244c	lpqB	v	ES	GD
Mb3273c	Rv3245c	mtrB	v	ES	GD
Mb3274c	Rv3246c	mtrA	i	GD	ES
Mb3275c	Rv3247c	tmk	i	ES	ES
Mb3276c	Rv3248c	sahH	v	NE	ES
Mb3277c	Rv3249c		i	NE	GA
Mb3278c	Rv3250c	rubB	i	NE	GA
Mb3279c	Rv3251c	rubA	i	NE	GA
Mb3280c	Rv3252c	alkB	i	NE	GA
Mb3281c	Rv3253c		i	NE	GA
Mb3282	Rv3254		i	ES	GA
Mb3283c	Rv3255c	manA	i	ES	ES
Mb3284c	Rv3256c		i	ES	NE
Mb3285c	Rv3257c	pmmA	v	NE	ES
Mb3286c	Rv3258c		i	GD	NE
Mb3287	Rv3259		i	GD	NE
Mb3288c	Rv3260c	whiB2	i	GD	NE
Mb3289	Rv3261	fbiA	i	NE	NE
Mb3290	Rv3262	fbiB	i	NE	NE
Mb3291	Rv3263		i	ES	NE
Mb3292c	Rv3264c	manB	i	ES	ES
Mb3293c	Rv3265c	wbbL1	v	ES	GD
Mb3294c	Rv3266c	rmlD	v	GD	GD
Mb3295	Rv3267		i	NE	NE
Mb3296	Rv3268		i	NE	NE
Mb3297	Rv3269		i	NE	NE
Mb3298	Rv3270	ctpC	i	NE	NE
Mb3299c	Rv3271c		i	NE	NE
Mb3300	Rv3272		v	NE	NE
Mb3301	Rv3273		i	NE	NE
Mb3302c	Rv3274c	fadE25	i	ES	NE
Mb3303c	Rv3275c	purE	v	ES	GD
Mb3304c	Rv3276c	purK	i	NE	GD
Mb3305	Rv3277		i	NE	NE
Mb3306c	Rv3278c		v	NE	NE
Mb3307c	Rv3279c	birA	v	ES	NE
Mb3308	Rv3280	accD5	v	ES	ES
Mb3309	Rv3281	accE5	v	NE	ES
Mb3310	Rv3282		v	NE	NE
Mb3311	Rv3283	sseA	v	NE	NE
Mb3312	Rv3284		i	ES	NE
Mb3313	Rv3285	accA3	i	NE	ES
Mb3314c	Rv3286c	sigF	i	NE	GA
Mb3315c	Rv3287c	rsbW	i	NE	GA
Mb3316c	Rv3288c	usfY	i	NE	GA
Mb3317c	Rv3289c		i	NE	GA
Mb3318c	Rv3290c	lat	i	NE	GA
Mb3319c	Rv3291c	lrpA	v	NE	NE
Mb3320	Rv3292		i	NE	NE
Mb3321	Rv3293	pcd	v	NE	NE
Mb3322c	Rv3294c		i	NE	NE
Mb3323	Rv3295		i	NE	NE
Mb3324	Rv3296	lhr	v	NE	NE
Mb3325	Rv3297	nei	i	NE	NE
Mb3326c	Rv3298c	lpqC	i	NE	NE
Mb3327c	Rv3299c	atsB	v	NE	NE
Mb3328c	Rv3300c		v	NE	NE
Mb3329c	Rv3301c	phoY1	i	NE	NE
Mb3330c	Rv3302c	glpD2	i	NE	ES
Mb3331c	Rv3303c	lpdA	v	NE	NE
Mb3332	Rv3304		i	NE	NE
Mb3333c	Rv3305c	amiA1	i	NE	NE
Mb3334c	Rv3306c	amiB1	i	NE	NE
Mb3335	Rv3307	deoD	i	NE	NE
Mb3336	Rv3308	pmmB	v	NE	NE
Mb3337c	Rv3309c	upp	i	NE	NE
Mb3338	Rv3310	sapM	v	NE	NE
Mb3339	Rv3311		i	NE	NE
Mb3340c	Rv3312c		i	NE	NE
Mb3341c	Rv3312A		i	NE	NE
Mb3342c	Rv3313c	add	i	NE	NE
Mb3343c	Rv3314c	deoA	v	NE	NE
Mb3344c	Rv3315c	cdd	i	NE	NE
Mb3345	Rv3316	sdhC	i	NE	NE
Mb3346	Rv3317	sdhD	v	NE	NE
Mb3347	Rv3318	sdhA	i	NE	NE
Mb3348	Rv3319	sdhB	v	NE	NE
Mb3349c	Rv3320c	vapC44	i	NE	NE
Mb3350c	Rv3321c	vapB44	i	NE	NE
Mb3351c	Rv3322c		i	NE	NE
Mb3352c	Rv3323c	moaX	i	NE	NE
Mb3353c	Rv3324c	moaC3	i	NE	NE
Mb3354c	NA(MT3426)		v	NE	N/A
Mb3355c	NA(MT3427)		v	NE	N/A
Mb3356	NA(RvD5_region)		v	NE	N/A
Mb3357	NA(RvD5_region)		v	NE	N/A
Mb3358	NA(MT3428)		v	NE	N/A
Mb3359c	NA(MT3429)		v	NE	N/A
Mb3360	Rv3327		i	NE	NE
Mb3361c	Rv3328c	sigJ	v	NE	NE
Mb3362	Rv3329		v	NE	NE
Mb3363	Rv3330	dacB1	i	NE	NE
Mb3364	Rv3331	sugI	v	NE	NE
Mb3365	Rv3332	nagA	i	NE	NE
Mb3366c	Rv3333c		i	NE	NE
Mb3367	Rv3334		i	NE	NE
Mb3368c	Rv3335c		i	ES	NE
Mb3369c	Rv3336c	trpS	i	NE	ES
Mb3370	Rv3337		v	NE	N/A
Mb3371c	Rv3339c	icd1	i	NE	NE
Mb3372	Rv3340	metC	i	ES	NE
Mb3373	Rv3341	metA	i	GA	ES
Mb3374	Rv3342		i	ES	NE
Mb3375c	Rv3343c	PPE54	v	NE	NE
Mb3376c	Rv3345c	PE_PGRS50	v	NE	NE
Mb3377c	Rv3345c	PE_PGRS50	v	NE	NE
Mb3378c	Rv3346c		i	NE	GA
Mb3379c	Rv3347c	PPE55	v	NE	GA
Mb3380c	Rv3347c	PPE55	v	NE	GA
Mb3381	Rv3348		i	NE	NE
Mb3382c	Rv3349c		i	NE	NE
Mb3383c	Rv3350c	PPE56	v	NE	GA
Mb3384c	Rv3350c	PPE56	v	NE	GA
Mb3385c	Rv3350c	PPE56	v	NE	GA
Mb3386c	Rv3351c		i	NE	GA
Mb3387c	Rv3352c		i	NE	GA
Mb3388c	Rv3353c		i	NE	GA
Mb3389	Rv3354		v	NE	GA
Mb3390c	Rv3355c		i	ES	GA
Mb3391c	Rv3356c	folD	v	NE	ES
Mb3392	Rv3357	relJ	i	NE	NE
Mb3393	Rv3358	relK	i	NE	NE
Mb3394	Rv3359		i	NE	NE
Mb3395	Rv3360		i	NE	NE
Mb3396c	Rv3361c		i	NE	NE
Mb3397c	Rv3362c		i	NE	NE
Mb3398c	Rv3363c		i	NE	NE
Mb3399c	Rv3364c		i	NE	NE
Mb3400c	Rv3365c		i	NE	NE
Mb3401	Rv3366	spoU	i	NE	NE
Mb3402	Rv3367	PE_PGRS51	v	NE	NE
Mb3403c	Rv3368c		i	NE	NE
Mb3404	Rv3369		i	NE	NE
Mb3405c	Rv3370c	dnaE2	i	NE	NE
Mb3406	Rv3371		v	NE	NE
Mb3407	Rv3372	otsB2	i	NE	ES
Mb3408	Rv3373	echA18	v	NE	NE
Mb3409	Rv3375	amiD	i	NE	NE
Mb3410	Rv3376		i	NE	NE
Mb3411c	Rv3377c		v	GD	NE
Mb3412c	Rv3378c		i	NE	NE
Mb3413c	Rv3379c	dxs2	v	NE	NE
Mb3414c	Rv3382c		i	NE	NE
Mb3415c	Rv3383c	idsB	v	NE	NE
Mb3416c	Rv3384c	vapC46	i	NE	NE
Mb3417c	Rv3385c	vapB46	i	NE	NE
Mb3418	Rv3386		i	NE	NE
Mb3419	Rv3387		i	NE	NE
Mb3420	Rv3388	PE_PGRS52	v	NE	NE
Mb3421c	Rv3389c	htdY	v	NE	NE
Mb3422	Rv3390	lpqD	i	NE	NE
Mb3423	Rv3391	acrA1	i	NE	NE
Mb3424c	Rv3392c	cmaA1	v	NE	NE
Mb3425	Rv3393	iunH	i	NE	NE
Mb3426c	Rv3394c		i	NE	NE
Mb3427c	Rv3395c		v	NE	NE
Mb3428	Rv3395A		i	GD	NE
Mb3429c	Rv3396c	guaA	i	GD	ES
Mb3430c	Rv3397c	phyA	i	NE	NE
Mb3431c	Rv3398c	idsA1	i	NE	NE
Mb3432	Rv3399		v	NE	NE
Mb3433	Rv3400		i	NE	NE
Mb3434	Rv3401		v	NE	NE
Mb3436c	Rv3402c		v	NE	GA
Mb3437c	Rv3403c		i	NE	GA
Mb3438c	Rv3404c		i	NE	GA
Mb3439c	Rv3405c		i	NE	GA
Mb3440	Rv3406		i	NE	GA
Mb3441	Rv3407	vapB47	i	NE	GA
Mb3442	Rv3408	vapC47	v	NE	GA
Mb3443c	Rv3409c	choD	i	ES	GA
Mb3444c	Rv3410c	guaB3	i	NE	GD
Mb3445c	Rv3411c	guaB2	i	NE	ES
Mb3446	Rv3412		i	NE	NE
Mb3447c	Rv3413c		i	NE	NE
Mb3448c	Rv3414c	sigD	i	NE	NE
Mb3449c	Rv3415c		i	NE	NE
Mb3450	Rv3416	whiB3	i	ES	NE
Mb3451c	Rv3417c	groEL1	i	ES	NE
Mb3452c	Rv3418c	groES	i	NE	ES
Mb3453c	Rv3419c	gcp	i	NE	NE
Mb3454c	Rv3420c	rimI	i	NE	NE
Mb3455c	Rv3421c		i	NE	NE
Mb3456c	Rv3422c		i	NE	NE
Mb3457c	Rv3423c	alr	i	NE	ES
Mb3458c	Rv3424c		i	NE	NE
Mb3459	Rv3425	PPE57	v	NE	NE
Mb3460c	Rv3430c		v	NE	NE
Mb3461c	Rv3431c		i	NE	N/A
Mb3462c	Rv3432c	gadB	i	NE	GA
Mb3463c	Rv3433c		v	NE	GA
Mb3464c	Rv3434c		v	NE	GA
Mb3465c	Rv3435c		i	ES	GA
Mb3466c	Rv3436c	glmS	i	NE	ES
Mb3467	Rv3437		v	NE	NE
Mb3468	Rv3438		i	NE	NE
Mb3469c	Rv3439c		i	NE	NE
Mb3470c	Rv3440c		i	ES	NE
Mb3471c	Rv3441c	mrsA	i	ES	ES
Mb3472c	Rv3442c	rpsI	i	ES	ES
Mb3473c	Rv3443c	rplM	i	NE	ES
Mb3474c	Rv3444c	esxT	i	NE	NE
Mb3475c	Rv3445c	esxU	i	NE	NE
Mb3476c	Rv3446c		i	NE	NE
Mb3477c	Rv3447c	eccC4	v	NE	NE
Mb3478	Rv3448	eccD4	v	NE	NE
Mb3479	Rv3449	mycP4	i	NE	NE
Mb3480c	Rv3450c	eccB4	i	NE	NE
Mb3481	Rv3451	cut3	i	NE	NE
Mb3482	Rv3452	cut4	i	NE	NE
Mb3483	Rv3453		v	GD	N/A
Mb3484c	Rv3455c	truA	i	GD	GD
Mb3485c	Rv3456c	rplQ	i	GD	GD
Mb3486c	Rv3457c	rpoA	i	ES	GD
Mb3487c	Rv3458c	rpsD	i	ES	ES
Mb3488c	Rv3459c	rpsK	v	ES	ES
Mb3489c	Rv3460c	rpsM	i	NE	ES
Mb3490c	Rv3461c	rpmJ	i	NE	NE
Mb3491c	Rv3462c	infA	i	NE	NE
Mb3492	Rv3463		i	ES	NE
Mb3493	Rv3464	rmlB	i	ES	ES
Mb3494	Rv3465	rmlC	i	NE	ES
Mb3495	Rv3466		v	NE	NE
Mb3496	Rv3467		v	NE	NE
Mb3497c	Rv3468c		v	NE	NE
Mb3498c	Rv3469c	mhpE	i	NE	NE
Mb3499c	Rv3470c	ilvB2	v	NE	NE
Mb3500c	Rv3471c		v	NE	NE
Mb3501	Rv3472		i	NE	NE
Mb3502c	Rv3473c	bpoA	i	NE	NE
Mb3503c	Rv3476c		v	NE	N/A
Mb3504	Rv3477	PE31	v	NE	NE
Mb3505	Rv3478	PPE60	i	NE	NE
Mb3507	Rv3479		v	NE	NE
Mb3508	Rv3479		v	NE	NE
Mb3509c	Rv3480c		v	NE	NE
Mb3510c	Rv3480c		v	NE	NE
Mb3511c	Rv3481c		i	NE	NE
Mb3512c	Rv3482c		i	NE	NE
Mb3513c	Rv3483c		i	GA	NE
Mb3514	Rv3484		i	GA	GA
Mb3515c	Rv3485c		i	GA	GA
Mb3516	Rv3486		i	GA	GA
Mb3517c	Rv3487c	lipF	i	GA	GA
Mb3518	Rv3488		v	GA	NE
Mb3519	Rv3489		i	ES	NE
Mb3520	Rv3490	otsA	v	NE	GD
Mb3521	Rv3491		i	NE	NE
Mb3522c	Rv3492c		i	NE	NE
Mb3523c	Rv3493c		i	NE	NE
Mb3524c	Rv3494c	mce4F	v	NE	NE
Mb3525c	Rv3495c	lprN	i	NE	NE
Mb3526c	Rv3496c	mce4D	i	NE	NE
Mb3527c	Rv3497c	mce4C	i	NE	NE
Mb3528c	Rv3498c	mce4B	i	NE	NE
Mb3529c	Rv3499c	mce4A	i	NE	NE
Mb3530c	Rv3500c	yrbE4B	i	NE	GA
Mb3531c	Rv3501c	yrbE4A	i	NE	NE
Mb3532c	Rv3502c		i	NE	NE
Mb3533c	Rv3503c	fdxD	i	NE	NE
Mb3534	Rv3504	fadE26	i	NE	NE
Mb3535	Rv3505	fadE27	v	NE	NE
Mb3536	Rv3506	fadD17	i	NE	NE
Mb3537	Rv3507	PE_PGRS53	v	GD	NE
Mb3538	Rv3508	PE_PGRS54	v	NE	NE
Mb3539c	Rv3509c	ilvX	i	NE	NE
Mb3540c	Rv3510c		i	NE	NE
Mb3541	Rv3511	PE_PGRS55	v	NE	NE
Mb3542c	Rv3513c	fadD18	i	NE	NE
Mb3543	Rv3514	PE_PGRS57	v	NE	NE
Mb3544c	Rv3515c	fadD19	i	NE	NE
Mb3545	Rv3516	echA19	v	NE	NE
Mb3546	Rv3517		i	NE	NE
Mb3547c	Rv3518c	cyp142	v	NE	NE
Mb3548c	Rv3518c	cyp142	v	NE	NE
Mb3549	Rv3519		i	NE	NE
Mb3550c	Rv3520c		i	NE	NE
Mb3551	Rv3521		v	NE	NE
Mb3552	Rv3522	ltp4	v	NE	NE
Mb3553	Rv3523	ltp3	i	NE	NE
Mb3554	Rv3524		i	NE	NE
Mb3555c	Rv3525c		i	NE	NE
Mb3556	Rv3526	kshA	i	NE	NE
Mb3557	Rv3527		i	NE	NE
Mb3558c	Rv3528c		i	NE	NE
Mb3559c	Rv3529c		i	NE	NE
Mb3560c	Rv3530c		i	NE	NE
Mb3561c	Rv3531c		i	NE	NE
Mb3562	Rv3532	PPE61	i	NE	NE
Mb3563c	Rv3533c	PPE62	i	NE	NE
Mb3564c	Rv3534c	hsaF	i	NE	NE
Mb3565c	Rv3535c	hsaG	i	NE	NE
Mb3566c	Rv3536c	hsaE	i	NE	NE
Mb3567	Rv3537	kstD	i	ES	NE
Mb3568	Rv3538		i	NE	NE
Mb3569	Rv3539	PPE63	i	NE	NE
Mb3570c	Rv3540c	ltp2	i	NE	NE
Mb3571c	Rv3541c		i	NE	NE
Mb3572c	Rv3542c		i	GD	NE
Mb3573c	Rv3543c	fadE29	i	GD	NE
Mb3574c	Rv3544c	fadE28	i	NE	NE
Mb3575c	Rv3545c	cyp125	i	NE	NE
Mb3576	Rv3546	fadA5	i	NE	NE
Mb3577	Rv3547	ddn	i	NE	NE
Mb3578c	Rv3548c		v	NE	NE
Mb3579c	Rv3549c		i	NE	NE
Mb3580	Rv3550	echA20	i	ES	NE
Mb3581	Rv3551		v	NE	NE
Mb3582	Rv3552		i	NE	NE
Mb3583	Rv3553		i	NE	NE
Mb3584	Rv3554	fdxB	i	NE	NE
Mb3585c	Rv3555c		v	NE	NE
Mb3586c	Rv3556c	fadA6	i	NE	NE
Mb3587c	Rv3557c		i	NE	NE
Mb3588	Rv3558	PPE64	i	NE	NE
Mb3589c	Rv3559c		v	NE	NE
Mb3590c	Rv3560c	fadE30	i	NE	NE
Mb3591	Rv3561	fadD3	v	NE	NE
Mb3592	Rv3562	fadE31	i	NE	NE
Mb3593	Rv3563	fadE32	v	NE	NE
Mb3594	Rv3564	fadE33	i	NE	NE
Mb3595	Rv3565	aspB	i	NE	NE
Mb3596c	Rv3566c	nat	i	NE	NE
Mb3597c	Rv3566A		i	NE	NE
Mb3598c	Rv3567c	hsaB	v	NE	NE
Mb3599c	Rv3568c	hsaC	v	NE	NE
Mb3600c	Rv3569c	hsaD	i	NE	NE
Mb3601c	Rv3570c	hsaA	v	NE	NE
Mb3602	Rv3571	kshB	i	NE	NE
Mb3603	Rv3572		i	NE	NE
Mb3604c	Rv3573c	fadE34	i	NE	NE
Mb3605	Rv3574	kstR	i	NE	NE
Mb3606c	Rv3575c		i	NE	NE
Mb3607	Rv3576	lppH	v	NE	NE
Mb3608	Rv3577		i	NE	NE
Mb3609	Rv3578	arsB2	v	NE	NE
Mb3610c	Rv3579c		i	ES	ES
Mb3611c	Rv3580c	cysS1	i	ES	ES
Mb3612c	Rv3581c	ispF	i	ES	GD
Mb3613c	Rv3582c	ispD	v	ES	GD
Mb3614c	Rv3583c		i	NE	GD
Mb3615	Rv3584	lpqE	i	NE	NE
Mb3616	Rv3585	radA	i	NE	NE
Mb3617	Rv3586		v	ES	NE
Mb3618c	Rv3587c		i	NE	ES
Mb3619c	Rv3588c	canB	v	NE	NE
Mb3620	Rv3589	mutY	i	NE	NE
Mb3621c	Rv3590c	PE_PGRS58	i	NE	NE
Mb3622c	Rv3591c		i	NE	NE
Mb3623	Rv3592		i	NE	NE
Mb3624	Rv3593	lpqF	v	NE	NE
Mb3625	Rv3594		i	NE	NE
Mb3626c	Rv3595c	PE_PGRS59	v	ES	NE
Mb3627c	Rv3596c	clpC1	i	NE	ES
Mb3628c	Rv3597c	lsr2	i	ES	GD
Mb3629A	Rv3599c		i	NE	N/A
Mb3629c	Rv3598c	lysS	i	NE	ES
Mb3630c	Rv3600c		i	ES	NE
Mb3631c	Rv3601c	panD	i	ES	ES
Mb3632c	Rv3602c	panC	i	NE	ES
Mb3633c	Rv3603c		i	ES	NE
Mb3634c	Rv3604c		v	NE	GD
Mb3635c	Rv3605c		i	GD	NE
Mb3636c	Rv3606c	folK	i	GD	GD
Mb3637c	Rv3607c	folB	i	ES	GD
Mb3638c	Rv3608c	folP1	i	ES	ES
Mb3639c	Rv3609c	folE	i	GD	ES
Mb3640c	Rv3610c	ftsH	i	NE	NE
Mb3641	Rv3611		v	NE	N/A
Mb3642c	Rv3612c		i	NE	NE
Mb3643c	Rv3613c		i	NE	NE
Mb3644c	Rv3614c	espD	i	NE	NE
Mb3645c	Rv3615c	espC	i	NE	NE
Mb3646c	Rv3616c	espA	v	NE	NE
Mb3647	Rv3623	lpqG	v	ES	NE
Mb3648c	Rv3624c	hpt	i	ES	ES
Mb3649c	Rv3625c	mesJ	i	NE	ES
Mb3650c	Rv3626c		i	ES	NE
Mb3651c	Rv3627c		v	NE	GD
Mb3652	Rv3628	ppa	i	NE	ES
Mb3653c	Rv3629c		i	NE	NE
Mb3654	Rv3630		v	NE	NE
Mb3655	Rv3631		i	NE	NE
Mb3656	Rv3632		i	NE	NE
Mb3657	Rv3633		i	NE	NE
Mb3658c	Rv3634c	galE1	i	ES	ES
Mb3659	Rv3635		i	ES	GD
Mb3660	Rv3636		i	NE	N/A
Mb3661	Rv3637		i	NE	N/A
Mb3662	Rv3638		i	NE	NE
Mb3663c	Rv3639c		v	NE	NE
Mb3664c	Rv3640c		v	NE	NE
Mb3665c	Rv3641c	fic	i	NE	NE
Mb3666c	Rv3642c		i	NE	NE
Mb3667	Rv3643		i	ES	NE
Mb3668c	Rv3644c		i	GD	ES
Mb3669	Rv3645		i	ES	ES
Mb3670c	Rv3646c	topA	i	NE	ES
Mb3671c	Rv3647c		i	NE	NE
Mb3672c	Rv3648c	cspA	i	NE	NE
Mb3673	Rv3649		v	NE	NE
Mb3674	Rv3650	PE33	i	NE	NE
Mb3675	Rv3651		i	NE	NE
Mb3676	Rv3652	PE_PGRS60	i	NE	NE
Mb3677	Rv3653	PE_PGRS61	v	NE	NE
Mb3678c	Rv3654c		i	NE	NE
Mb3679c	Rv3655c		v	NE	NE
Mb3680c	Rv3656c		i	NE	NE
Mb3681c	Rv3657c		i	NE	NE
Mb3682c	Rv3658c		i	NE	NE
Mb3683c	Rv3659c		i	NE	NE
Mb3684c	Rv3660c		v	NE	NE
Mb3685	Rv3661		v	NE	NE
Mb3686c	Rv3662c		v	NE	NE
Mb3687c	Rv3663c	dppD	i	NE	NE
Mb3688c	Rv3664c	dppC	i	NE	NE
Mb3689c	Rv3665c	dppB	i	NE	NE
Mb3690c	Rv3666c	dppA	v	NE	NE
Mb3691	Rv3667	acs	v	NE	NE
Mb3692c	Rv3668c		i	NE	NE
Mb3693	Rv3669		i	GD	NE
Mb3694	Rv3670	ephE	i	GD	NE
Mb3695c	Rv3671c		v	NE	NE
Mb3696c	Rv3672c		i	NE	NE
Mb3697c	Rv3673c		i	NE	NE
Mb3698c	Rv3674c	nth	i	NE	NE
Mb3699	Rv3675		i	NE	NE
Mb3700	Rv3676	crp	i	NE	NE
Mb3701c	Rv3677c		i	NE	NE
Mb3702c	Rv3678c		i	NE	NE
Mb3703c	Rv3678A		i	NE	NE
Mb3704	Rv3679		i	ES	NE
Mb3705	Rv3680		i	NE	NE
Mb3706c	Rv3681c	whiB4	i	ES	NE
Mb3707	Rv3682	ponA2	i	NE	GA
Mb3708	Rv3683		i	NE	NE
Mb3709	Rv3684		i	NE	NE
Mb3710c	Rv3685c	cyp137	v	NE	NE
Mb3711c	Rv3686c		i	NE	NE
Mb3712c	Rv3687c	rsfB	v	NE	NE
Mb3713c	Rv3688c		i	NE	NE
Mb3714	Rv3689		v	NE	NE
Mb3715	Rv3690		i	NE	NE
Mb3716	Rv3691		i	NE	NE
Mb3717	Rv3692	moxR2	i	NE	NE
Mb3718	Rv3693		i	NE	NE
Mb3719c	Rv3694c		i	NE	NE
Mb3720	Rv3695		i	NE	NE
Mb3721c	Rv3696c	glpK	v	NE	NE
Mb3722c	Rv3696c	glpK	v	NE	NE
Mb3723A	Rv3697A	vapB48	i	NE	NE
Mb3723c	Rv3697c	vapC48	v	NE	NE
Mb3724	Rv3698		v	NE	NE
Mb3725	Rv3699		i	NE	NE
Mb3726c	Rv3700c	egtE	i	NE	NE
Mb3727c	Rv3701c	egtD	i	NE	NE
Mb3728c	Rv3702c	egtC	i	NE	NE
Mb3729c	Rv3703c	etgB	i	NE	NE
Mb3730c	Rv3704c	gshA	i	NE	NE
Mb3731c	Rv3705c		i	NE	NE
Mb3732c	Rv3705A		i	NE	NE
Mb3733c	Rv3706c		i	NE	NE
Mb3734c	Rv3707c		i	GD	NE
Mb3735c	Rv3708c	asd	i	GD	GD
Mb3736c	Rv3709c	ask	i	NE	GD
Mb3737	Rv3710	leuA	v	NE	ES
Mb3738c	Rv3711c	dnaQ	v	ES	NE
Mb3739	Rv3712		v	ES	ES
Mb3740	Rv3713	cobQ2	i	GA	ES
Mb3741c	Rv3714c		i	NE	NE
Mb3742c	Rv3715c	recR	i	NE	NE
Mb3743c	Rv3716c		i	NE	NE
Mb3744	Rv3717		i	NE	NE
Mb3745c	Rv3718c		i	NE	NE
